Landing page,URL,Date,Sessions,Conversions
/mx/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/mx/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/13/23,251,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/adherent-cell-culture-solutions/cell-factory-systems.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/adherent-cell-culture-solutions/cell-factory-systems.html,9/16/23,251,0
/store/cart,https://www.thermofisher.com/store/cart,9/24/23,251,0
/kr/ko/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment.html,https://www.thermofisher.com/kr/ko/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment.html,9/25/23,251,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,10/3/23,250,2
/cl/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,https://www.thermofisher.com/cl/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,9/16/23,250,0
/br/en/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/br/en/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/18/23,250,0
/cl/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/cl/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/22/23,250,0
/mx/es/home.html,https://www.thermofisher.com/mx/es/home.html,9/22/23,250,0
/ar/es/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/in-vitro-testing-personalized-skincare.html,https://www.thermofisher.com/ar/es/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/in-vitro-testing-personalized-skincare.html,9/15/23,249,0
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,9/26/23,249,0
/jp/ja/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/jp/ja/home/products-and-services/promotions/single-use-mabs-process-playbook.html,9/19/23,248,0
/blog/life-in-the-lab/artificial-intelligence-is-shifting-the-paradigm-in-flow-cytometry,https://www.thermofisher.com/blog/life-in-the-lab/artificial-intelligence-is-shifting-the-paradigm-in-flow-cytometry,9/22/23,248,0
/ca/en/home/order.html,https://www.thermofisher.com/ca/en/home/order.html,9/28/23,248,0
/page/WF25489/index.php,https://www.thermofisher.com/page/WF25489/index.php,10/4/23,248,0
/nl/en/home.html,https://www.thermofisher.com/nl/en/home.html,9/21/23,247,1
/search/cas/71-23-8,https://www.thermofisher.com/search/cas/71-23-8,9/17/23,247,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment.html,9/18/23,247,0
/blog/life-in-the-lab/revealing-secrets-in-the-genes,https://www.thermofisher.com/blog/life-in-the-lab/revealing-secrets-in-the-genes,10/6/23,247,0
/us/en/home/brands/invitrogen.html,https://www.thermofisher.com/us/en/home/brands/invitrogen.html,9/18/23,246,0
/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,https://www.thermofisher.com/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,9/30/23,246,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,10/5/23,246,0
/uk/en/home.html,https://www.thermofisher.com/uk/en/home.html,9/17/23,245,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/21/23,245,0
/jp/ja/home/products-and-services/promotions.html,https://www.thermofisher.com/jp/ja/home/products-and-services/promotions.html,10/1/23,245,0
/mx/es/home.html,https://www.thermofisher.com/mx/es/home.html,10/2/23,245,0
/kr/ko/home/products-and-services/promotions/microbiome-webinar-2023.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/microbiome-webinar-2023.html,10/6/23,244,7
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/26/23,244,1
/store/v2/scms/home,https://www.thermofisher.com/store/v2/scms/home,9/19/23,244,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/20/23,244,0
/ar/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,10/5/23,244,0
/blog/behindthebench/pcr-primer-design-tips,https://www.thermofisher.com/blog/behindthebench/pcr-primer-design-tips,9/20/23,243,0
/kr/ko/home/products-and-services/promotions/microbiome-webinar-2023.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/microbiome-webinar-2023.html,10/8/23,242,7
/store/orders/solu,https://www.thermofisher.com/store/orders/solu,9/15/23,242,0
/blog/ask-a-scientist/what-is-chromatography,https://www.thermofisher.com/blog/ask-a-scientist/what-is-chromatography,9/28/23,242,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/28/23,242,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/28/23,242,0
/de/de/home.html,https://www.thermofisher.com/de/de/home.html,10/8/23,242,0
/de/de/home.html,https://www.thermofisher.com/de/de/home.html,9/24/23,241,0
/mx/es/home.html,https://www.thermofisher.com/mx/es/home.html,9/25/23,241,0
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,10/2/23,241,0
/blog/life-in-the-lab/get-your-head-in-the-cloud-power-snap-plus,https://www.thermofisher.com/blog/life-in-the-lab/get-your-head-in-the-cloud-power-snap-plus,10/9/23,241,0
/us/en/home/brands/invitrogen.html,https://www.thermofisher.com/us/en/home/brands/invitrogen.html,9/22/23,240,1
/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/microbial-identification.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/microbial-identification.html,9/17/23,240,0
/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,9/24/23,240,0
/blog/life-in-the-lab/9-scientists-in-womens-history,https://www.thermofisher.com/blog/life-in-the-lab/9-scientists-in-womens-history,10/5/23,240,0
/search/browse/onlineoffers,https://www.thermofisher.com/search/browse/onlineoffers,10/9/23,240,0
/us/en/home/technical-resources/contact-us.html,https://www.thermofisher.com/us/en/home/technical-resources/contact-us.html,9/27/23,239,6
/ar/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/ar/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/16/23,239,0
/ar/es/home/connect-to-science/discover.html,https://www.thermofisher.com/ar/es/home/connect-to-science/discover.html,9/23/23,239,0
/blog/behindthebench/pcr-primer-design-tips,https://www.thermofisher.com/blog/behindthebench/pcr-primer-design-tips,9/25/23,239,0
/sg/en/home.html,https://www.thermofisher.com/sg/en/home.html,9/26/23,239,0
/ar/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/ar/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/29/23,239,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/12/23,238,0
/store/v2/b2b/home/pscms,https://www.thermofisher.com/store/v2/b2b/home/pscms,9/22/23,238,0
/tw/zt/home.html,https://www.thermofisher.com/tw/zt/home.html,10/1/23,238,0
/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/kingfisher-systems/models/kingfisher-apex.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/kingfisher-systems/models/kingfisher-apex.html,9/20/23,237,0
/ar/es/home/connect-to-science/discover.html,https://www.thermofisher.com/ar/es/home/connect-to-science/discover.html,9/24/23,237,0
/us/en/home/order.html,https://www.thermofisher.com/us/en/home/order.html,9/30/23,237,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,10/5/23,237,0
/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/host-cell-residual-dna-quantitation.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/host-cell-residual-dna-quantitation.html,10/7/23,237,0
/ie/en/home.html,https://www.thermofisher.com/ie/en/home.html,10/9/23,236,1
/antibody/primary/query/p53,https://www.thermofisher.com/antibody/primary/query/p53,9/13/23,236,0
/ar/es/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/in-vitro-testing-personalized-skincare.html,https://www.thermofisher.com/ar/es/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/in-vitro-testing-personalized-skincare.html,9/13/23,236,0
/ar/es/home/connect-to-science/learn.html,https://www.thermofisher.com/ar/es/home/connect-to-science/learn.html,9/13/23,236,0
/ar/es/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/in-vitro-testing-personalized-skincare.html,https://www.thermofisher.com/ar/es/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/spotlight-articles/in-vitro-testing-personalized-skincare.html,9/16/23,236,0
/kr/ko/home/products-and-services/promotions/life-science/the-lab-shop/calibration-pipette.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/life-science/the-lab-shop/calibration-pipette.html,9/18/23,236,0
/store/orders/solu,https://www.thermofisher.com/store/orders/solu,9/22/23,236,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,10/2/23,236,0
/mx/es/home.html,https://www.thermofisher.com/mx/es/home.html,10/6/23,236,0
/ar/es/home/connect-to-science/learn.html,https://www.thermofisher.com/ar/es/home/connect-to-science/learn.html,9/15/23,235,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/20/23,235,0
/ar/es/home/connect-to-science/learn.html,https://www.thermofisher.com/ar/es/home/connect-to-science/learn.html,9/23/23,235,0
/blog/ask-a-scientist/what-is-chromatography,https://www.thermofisher.com/blog/ask-a-scientist/what-is-chromatography,9/24/23,235,0
/blog/behindthebench/pcr-primer-design-tips,https://www.thermofisher.com/blog/behindthebench/pcr-primer-design-tips,9/28/23,235,0
/ar/es/home/products-and-services/promotions/life-science/innovative-molecular-biology-workflow-products.html,https://www.thermofisher.com/ar/es/home/products-and-services/promotions/life-science/innovative-molecular-biology-workflow-products.html,10/8/23,235,0
/store/v2/quick-order,https://www.thermofisher.com/store/v2/quick-order,10/9/23,234,2
/ar/es/home/connect-to-science/learn.html,https://www.thermofisher.com/ar/es/home/connect-to-science/learn.html,9/14/23,234,0
/it/en/home.html,https://www.thermofisher.com/it/en/home.html,9/15/23,234,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/25/23,234,0
/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/mycoplasma-detection.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/mycoplasma-detection.html,10/4/23,234,0
/kr/ko/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment.html,https://www.thermofisher.com/kr/ko/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment.html,10/9/23,234,0
/ar/es/home/products-and-services/services/services-support-life-sciences-instruments/services-support-biopharma-customers.html,https://www.thermofisher.com/ar/es/home/products-and-services/services/services-support-life-sciences-instruments/services-support-biopharma-customers.html,9/20/23,233,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/21/23,233,0
/blog/behindthebench/pcr-primer-design-tips,https://www.thermofisher.com/blog/behindthebench/pcr-primer-design-tips,10/6/23,233,0
/ar/es/home/connect-to-science/discover.html,https://www.thermofisher.com/ar/es/home/connect-to-science/discover.html,9/13/23,232,0
/blog/ask-a-scientist/what-is-chromatography,https://www.thermofisher.com/blog/ask-a-scientist/what-is-chromatography,10/8/23,232,0
/us/en/home/biotech.html,https://www.thermofisher.com/us/en/home/biotech.html,10/5/23,231,2
/antibody/primary/query/p53,https://www.thermofisher.com/antibody/primary/query/p53,9/15/23,231,0
/ar/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/ar/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/22/23,231,0
/ar/es/home/connect-to-science/discover.html,https://www.thermofisher.com/ar/es/home/connect-to-science/discover.html,9/21/23,230,0
/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,https://www.thermofisher.com/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,9/23/23,230,0
/sg/en/home.html,https://www.thermofisher.com/sg/en/home.html,9/25/23,230,0
/blog/behindthebench/pcr-primer-design-tips,https://www.thermofisher.com/blog/behindthebench/pcr-primer-design-tips,10/2/23,230,0
/blog/life-in-the-lab/revealing-secrets-in-the-genes,https://www.thermofisher.com/blog/life-in-the-lab/revealing-secrets-in-the-genes,10/5/23,230,0
/cl/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,https://www.thermofisher.com/cl/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,9/12/23,229,0
/it/en/home.html,https://www.thermofisher.com/it/en/home.html,9/19/23,229,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/single-use-bioreactors/dynadrive-sub.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/single-use-bioreactors/dynadrive-sub.html,9/19/23,229,0
/page/WE46417/index.php,https://www.thermofisher.com/page/WE46417/index.php,9/21/23,229,0
/ar/es/home/global/forms/life-science/ebook-human-microbiome-frontier.html,https://www.thermofisher.com/ar/es/home/global/forms/life-science/ebook-human-microbiome-frontier.html,9/23/23,229,0
/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,https://www.thermofisher.com/kr/ko/home/life-science/bioproduction/mabs-development-manufacturing.html,9/29/23,229,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/18/23,228,0
/blog/life-in-the-lab/revealing-secrets-in-the-genes,https://www.thermofisher.com/blog/life-in-the-lab/revealing-secrets-in-the-genes,9/19/23,228,0
/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,9/20/23,228,0
/tw/zt/home.html,https://www.thermofisher.com/tw/zt/home.html,9/22/23,228,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/26/23,228,0
/ar/es/home/life-science/dna-rna-purification-analysis/rna-extraction/rna-types/total-rna-extraction/cells-to-ct-kits.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/rna-extraction/rna-types/total-rna-extraction/cells-to-ct-kits.html,9/28/23,228,0
/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/host-cell-residual-dna-quantitation.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/contaminant-and-impurity-testing/host-cell-residual-dna-quantitation.html,9/29/23,228,0
/blog/life-in-the-lab/artificial-intelligence-is-shifting-the-paradigm-in-flow-cytometry,https://www.thermofisher.com/blog/life-in-the-lab/artificial-intelligence-is-shifting-the-paradigm-in-flow-cytometry,10/4/23,228,0
/nl/en/home.html,https://www.thermofisher.com/nl/en/home.html,10/4/23,228,0
/us/en/home/support/documents-certificates.html,https://www.thermofisher.com/us/en/home/support/documents-certificates.html,9/27/23,227,1
/page/WE46417/index.php,https://www.thermofisher.com/page/WE46417/index.php,9/19/23,227,0
/page/WE46877/index.php,https://www.thermofisher.com/page/WE46877/index.php,9/22/23,227,0
/order/catalog/product/23225,https://www.thermofisher.com/order/catalog/product/23225,9/25/23,227,0
/blog/life-in-the-lab/9-scientists-in-womens-history,https://www.thermofisher.com/blog/life-in-the-lab/9-scientists-in-womens-history,10/8/23,227,0
/order/catalog/product/23225,https://www.thermofisher.com/order/catalog/product/23225,9/21/23,226,1
/jp/ja/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/jp/ja/home/products-and-services/promotions/single-use-mabs-process-playbook.html,9/12/23,226,0
/jp/ja/home/life-science/bioproduction/mabs-development-manufacturing.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/mabs-development-manufacturing.html,9/19/23,226,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/19/23,226,0
/antibody/primary/query/p53,https://www.thermofisher.com/antibody/primary/query/p53,9/20/23,226,0
/in/en/home.html,https://www.thermofisher.com/in/en/home.html,9/16/23,225,1
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/13/23,225,0
/search/browse/onlineoffers,https://www.thermofisher.com/search/browse/onlineoffers,9/13/23,225,0
/jp/ja/home/life-science/bioproduction/mabs-development-manufacturing.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/mabs-development-manufacturing.html,9/16/23,225,0
/ie/en/home.html,https://www.thermofisher.com/ie/en/home.html,9/22/23,225,0
/br/en/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/br/en/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,9/27/23,225,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,10/4/23,225,0
/order/catalog/product/23225,https://www.thermofisher.com/order/catalog/product/23225,10/4/23,225,0
/us/en/home/products-and-services/aspire-member-program.html,https://www.thermofisher.com/us/en/home/products-and-services/aspire-member-program.html,9/20/23,224,1
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,9/28/23,224,0
/store/orders/solu,https://www.thermofisher.com/store/orders/solu,9/29/23,224,0
/blog/life-in-the-lab/get-your-head-in-the-cloud-power-snap-plus,https://www.thermofisher.com/blog/life-in-the-lab/get-your-head-in-the-cloud-power-snap-plus,10/2/23,224,0
/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/kingfisher-systems/models/kingfisher-apex.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/kingfisher-systems/models/kingfisher-apex.html,10/6/23,224,0
/cl/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/cl/es/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,10/6/23,224,0
/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,10/6/23,224,0
/br/en/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,https://www.thermofisher.com/br/en/home/life-science/protein-biology/protein-assays-analysis/protein-assays.html,10/7/23,224,0
/ar/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,10/9/23,224,0
/antibody/primary/query/p53,https://www.thermofisher.com/antibody/primary/query/p53,9/19/23,223,0
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,9/25/23,223,0
/au/en/home/order.html,https://www.thermofisher.com/au/en/home/order.html,9/28/23,223,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment/universal-retention-devices.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment/universal-retention-devices.html,9/29/23,223,0
/de/de/home.html,https://www.thermofisher.com/de/de/home.html,10/1/23,223,0
/ca/en/home/order.html,https://www.thermofisher.com/ca/en/home/order.html,9/26/23,222,1
/ar/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,https://www.thermofisher.com/ar/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,9/16/23,222,0
/order/catalog/product/23225,https://www.thermofisher.com/order/catalog/product/23225,9/26/23,222,0
/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/advantages-automated-extraction.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/automated-purification-extraction/advantages-automated-extraction.html,9/30/23,222,0
/blog/ask-a-scientist/what-is-chromatography,https://www.thermofisher.com/blog/ask-a-scientist/what-is-chromatography,10/9/23,222,0
/us/en/home/support/documents-certificates.html,https://www.thermofisher.com/us/en/home/support/documents-certificates.html,10/3/23,221,2
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/14/23,221,1
/cl/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,https://www.thermofisher.com/cl/es/home/life-science/protein-biology/protein-assays-analysis/western-blotting/detect-proteins-western-blot/western-blot-imaging-analysis/ibright-systems/features.html,9/13/23,221,0
/ar/es/home/connect-to-science/learn.html,https://www.thermofisher.com/ar/es/home/connect-to-science/learn.html,9/18/23,221,0
/blog/life-in-the-lab/revealing-secrets-in-the-genes,https://www.thermofisher.com/blog/life-in-the-lab/revealing-secrets-in-the-genes,9/18/23,221,0
/store/v2/scms/home,https://www.thermofisher.com/store/v2/scms/home,9/18/23,221,0
/blog/life-in-the-lab/9-scientists-in-womens-history,https://www.thermofisher.com/blog/life-in-the-lab/9-scientists-in-womens-history,10/7/23,221,0
/store/v2/checkout/orderEntry,https://www.thermofisher.com/store/v2/checkout/orderEntry,10/9/23,221,0
/store/v2/quick-order,https://www.thermofisher.com/store/v2/quick-order,9/26/23,220,1
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/24/23,220,0
/search/browse/onlineoffers,https://www.thermofisher.com/search/browse/onlineoffers,10/4/23,220,0
/ca/en/home/order.html,https://www.thermofisher.com/ca/en/home/order.html,9/27/23,219,1
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/18/23,219,0
/ar/es/home/connect-to-science/discover.html,https://www.thermofisher.com/ar/es/home/connect-to-science/discover.html,9/22/23,219,0
/us/en/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/tm-calculator.html,https://www.thermofisher.com/us/en/home/brands/thermo-scientific/molecular-biology/molecular-biology-learning-center/molecular-biology-resource-library/thermo-scientific-web-tools/tm-calculator.html,9/25/23,219,0
/blog/life-in-the-lab/customer-led-innovation-building-the-cts-xenon,https://www.thermofisher.com/blog/life-in-the-lab/customer-led-innovation-building-the-cts-xenon,10/4/23,219,0
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,9/27/23,218,2
/store/v2/scms/home,https://www.thermofisher.com/store/v2/scms/home,9/12/23,218,0
/blog/life-in-the-lab/sorting-the-chaos-of-cancer,https://www.thermofisher.com/blog/life-in-the-lab/sorting-the-chaos-of-cancer,9/13/23,218,0
/tw/zt/home.html,https://www.thermofisher.com/tw/zt/home.html,9/24/23,218,0
/sg/en/home.html,https://www.thermofisher.com/sg/en/home.html,10/2/23,218,0
/ar/es/home/brands/product-brand/dynal/streptavidin-coupled-dynabeads.html,https://www.thermofisher.com/ar/es/home/brands/product-brand/dynal/streptavidin-coupled-dynabeads.html,10/6/23,218,0
/us/en/home/order.html,https://www.thermofisher.com/us/en/home/order.html,10/7/23,218,0
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/17/23,217,0
/blog/behindthebench/pcr-primer-design-tips,https://www.thermofisher.com/blog/behindthebench/pcr-primer-design-tips,9/21/23,217,0
/ie/en/home.html,https://www.thermofisher.com/ie/en/home.html,9/23/23,217,0
/mx/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,https://www.thermofisher.com/mx/es/home/life-science/dna-rna-purification-analysis/viral-pathogen.html,10/4/23,217,0
/tw/zt/home.html,https://www.thermofisher.com/tw/zt/home.html,9/17/23,216,0
/ar/es/home/connect-to-science/discover.html,https://www.thermofisher.com/ar/es/home/connect-to-science/discover.html,9/19/23,216,0
/order/catalog/product/23225,https://www.thermofisher.com/order/catalog/product/23225,9/19/23,216,0
/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,https://www.thermofisher.com/kr/ko/home/products-and-services/promotions/single-use-mabs-process-playbook.html,9/25/23,216,0
/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/immunology-at-work/proinflammatory-cytokines-overview.html,https://www.thermofisher.com/jp/ja/home/life-science/cell-analysis/cell-analysis-learning-center/immunology-at-work/proinflammatory-cytokines-overview.html,9/26/23,216,0
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,10/3/23,216,0
/us/en/home/brands/invitrogen.html,https://www.thermofisher.com/us/en/home/brands/invitrogen.html,9/29/23,215,1
/nz/en/home.html,https://www.thermofisher.com/nz/en/home.html,9/13/23,215,0
/blog/ask-a-scientist/what-is-chromatography,https://www.thermofisher.com/blog/ask-a-scientist/what-is-chromatography,9/15/23,215,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/single-use-chromatography-systems.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/single-use-equipment/single-use-chromatography-systems.html,9/16/23,215,0
/store/v2/b2b/home/pscms,https://www.thermofisher.com/store/v2/b2b/home/pscms,9/20/23,215,0
/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment/universal-retention-devices.html,https://www.thermofisher.com/jp/ja/home/life-science/bioproduction/single-use-bioprocessing/flexible-containment/universal-retention-devices.html,10/3/23,215,0
/ar/es/home/life-science/dna-rna-purification-analysis/rna-extraction/rna-types/total-rna-extraction/cells-to-ct-kits.html,https://www.thermofisher.com/ar/es/home/life-science/dna-rna-purification-analysis/rna-extraction/rna-types/total-rna-extraction/cells-to-ct-kits.html,9/25/23,214,0
/blog/learning-at-the-bench/useful-numbers-for-cell-culture,https://www.thermofisher.com/blog/learning-at-the-bench/useful-numbers-for-cell-culture,9/27/23,214,0
/mx/es/home.html,https://www.thermofisher.com/mx/es/home.html,9/29/23,214,0
/us/en/home/technical-resources/contact-us.html,https://www.thermofisher.com/us/en/home/technical-resources/contact-us.html,9/25/23,213,2
/au/en/home/order.html,https://www.thermofisher.com/au/en/home/order.html,9/21/23,213,1
/us/en/home/chemicals.html,https://www.thermofisher.com/us/en/home/chemicals.html,9/21/23,213,1
/sg/en/home.html,https://www.thermofisher.com/sg/en/home.html,9/27/23,213,1
/order/catalog/product/23225,https://www.thermofisher.com/order/catalog/product/23225,10/3/23,213,1
/ar/es/home/products-and-services/services/services-support-life-sciences-instruments/services-support-biopharma-customers.html,https://www.thermofisher.com/ar/es/home/products-and-services/services/services-support-life-sciences-instruments/services-support-biopharma-customers.html,9/19/23,213,0
